,tweet,label,pred
475,"On the one hand, what a load of shit!!

On the other, perfect! Cause I seriously need about 135 million other people to get injected first before I feel all the way safe.
#COVID19 #Iwillgetvaccinated #COVIDIOTS #CovidVaccine https://t.co/glqZU5mQxc",2,0
476,@realDonaldTrump He did better than you have with COVID! Where’s your plan to mitigate this pandemic and don’t give me we’ll have vaccines in a few weeks or therapeutics. What are you doing to help people not get the virus? So far all you are is talk. We need more than that!,1,0
477,"@QiZHAI #CCP has already conquered the #Covid_19 virus. Without using a single drop of vaccines  or having developed an antiviral cure, it defeated this seemingly invincible enemy by...... . .. ... .... ..... Lying💪 #ChinaLiedPeopleDie",1,0
478,Possibly but the market does not seem to believe it as much as for US vaccines...@Deltaone https://t.co/F1wxJQrpEI,0,0
479,@BBCRealityCheck @BBCWorld The world has to develop Restart Models as #Corona will keep re-emerging until Vaccine emerges.,2,2
480,"@TaviCosta You're misunderstanding.  The question was how many of the 94 people who caught Covid-19 were vaccinated indicating that the vaccine did not protect them.  They did not answer the question, but given the 90% effectiveness claim, it must be mostly placebo people who got sick.",0,0
481,What to know about the to start with productive coronavirus vaccine from Pfizer,1,1
482,Trump's political interference in the scientific and ethical process underwriting the quest for a Covid-19 vaccine -- on stunning display on a chaotic Wednesday -- is deepening the damage of his disastrous pandemic response.   https://t.co/d6nFuaPomG,1,0
483,Fewer people say they would take a COVID-19 vaccine now than 3 months ago 😳,0,1
484,@HelenBranswell A COVID vaccine or any untested vaccines arrive with that amounted recovery . Give us one off roughly 65% to 70 %  and well-being tests will show that it’s as effective as the flu jab,2,1
485,Dude you have had NOTHING to do with the vaccine! Stop trying to take credit!!! #BidenCheated2020 AND EVERYONE KNOWS IT https://t.co/cpJlCnrh9l,1,0
486,Wantai to begin mid-stage trial for Covid-19 nasal spray vaccine in China https://t.co/R6i6VwgKCX,1,1
487,Does anyone know how the government has come to the conclusion that Liverpool will be the the first City to trial the COVID 19 vaccine ? #NationalLockdown #Pfizervaccine #COVID19,1,1
488,"Attn all Magats: Dr Redfeild of the CDC just announced that masks are, in fact, the best protection against Covid. Even better effecacy than any vaccine. Would he say that if Covid was a hoax??? Wear a damn mask people!!! #Dems4USA #Biden2020  #TheRealDonaldJTrump",0,0
489,Here are the major hurdles ahead for #COVID19 vaccine distribution in the US https://t.co/N11PBH098L,1,0
490,The latest Disruptanomics: #Economics in the Global #Economy! https://t.co/TbVN1sBinS #covid19 #vaccine,1,1
491,#Covaxin #Covid_19  Human trial starts today in INDIA 🤞Hope for the Best🤞  https://t.co/RIMq4gYmmT,2,2
492,Not true! Gov. Cuomo stated that he didn't trust the vaccine that was developed by the Trump admin and President stated he wouldn't send it unless the Gov asked for it. https://t.co/lJ7pVXMxaK,0,0
493,🎶you......can.......stick your fuckin vaccine up your arse 🎶 https://t.co/RKRvoACI3t,0,0
494,"Unless it’s 100% effective than 94% is useless and release the potential side effects that this may cause 

Still can’t make me get this vaccine my body my choice 🤷‍♂️ https://t.co/ynRdC006Vi",0,0
495,Should people be paid to get the COVID-19 vaccine? https://t.co/RPcWvjACgk via @TODAYshow,1,1
496,"@davidjwaldo @AGGSouth @OliviaTroye @NicolleDWallace @Mike_Pence @pfizer @ChrisMurphyCT It's a guaranteed sale. Even if they didn't take money for R&D, sales pays for R&D. That wasn't my point though.  I was just pointing out that in a press release Pfizer informed investors/the public that they were part of Operation Warp Speed. Their own words.",1,0
497,"@tmulpuri @kevin_doyle @CaponTrade @ChiNeoliberal @mattyglesias Vaccines typically have a much, much lower death rate, around .0003, or 3 in a million.  In comparison, COVID has killed about .01, or 1 in 1000.",2,0
498,"And the worlds genocide all on your hands. Your nation is also 99% racist, your blood thirst government and people are also after wiping out nations and occupying their land, fuck you and your vaccine along with that dead kofte kebab. https://t.co/pRIVO4JBnI",0,0
499,"News:
#UK approves Pfizer/BioNTech COVID-19 vaccine and could begin vaccinations next week.
@Pfizer_UK",1,2
500,"Covid vaccine will not be available in UK until spring, says Vallance  https://t.co/SRVYq8YE2Z",1,1
501,6 days after the election it's announced we are close to an effective vaccine. They didn't know that last week? Trump’s Operation Warp Speed is saving us from Covid and sends the Dow through the roof.,2,2
502,"Pfizer says early analysis shows its Covid-19 vaccine is 90% effective
https://t.co/rGqWXH0FzU",1,1
503,Fuckin cmon 🙌🏻🙌🏻🙌🏻 Coronavirus: Pfizer vaccine found to be 90% effective in 'great day for science and humanity' https://t.co/0sxXQsEZW9,2,2
504,Where is the vaccine that Trump promised us? https://t.co/EBkRZ7qh4S,2,1
505,"🚀🔥💸
Due to the good news of the COVID19 vaccine, European stock markets surged on November 9 
About 67% stocks rose and 30% stocks jumped more than 5%.
#LSE #FRA #London #Frankfurt #stockmarkets #stocks #Europe 
https://t.co/Wml0DviJll",1,1
506,This doesn't need to happen: COVID-19 vaccine could come at sharks' expense  https://t.co/UrS3kOmIvg,1,0
507,"👏🏾👏🏾👏🏾

This is HUGE progress (along with good news about #COVID19 vaccines)!

F.D.A. authorizes the first at-home coronavirus test

https://t.co/gxIlfeMtXw https://t.co/tVvBbRXzmX",2,2
508,"#3Novices : Have produced 40 million doses of AstraZeneca Covid-19 vaccine, says Serum Serum Institute of India, the world's largest vaccine producer, said on Thursday it has made 40 million doses of AstraZeneca's potential Covid-19 vaccine, and would soon begin making Novav…",1,1
509,Chagas disease  Chikungunya  Dengue  Cytomegalovirus  HIV/AIDS  Hookworm infection  Leishmaniasis  Malaria  Respiratory Syncytial Virus  Schistosomiasis  All dangerous infections that still dont have a vaccine. There is no COVID-19 guarantee. Please wear a mask.,1,0
510,"via @PerilofAfrica  WHO chief urges vigilance as world waits for coronavirus vaccine: Ethiopian biologist Tedros Adhanom Ghebreyesus, who leads the World Health Organization, warned citizens to keep adhering to social distancing and mask-wearing rules in… https://t.co/InaMGp3bZS https://t.co/PHGwBB04sB",1,0
511,A shot of leeriness — Pfizer COVID-19 vaccine update: Final results show it’s now 95% effective | Fast Company https://t.co/qOzFYnCHZk,2,1
512,@uksciencechief @michaelgove @UniofOxford @AstraZeneca It's only just come out so how has it been approved so quickly? I would rather trust the Phizer vaccine.,0,0
513,"While I understand the importance of coming up with a COVID vaccine, I will say this. I have seen a lot of people crapping on those individuals who wish to wait for before taking it and I think it is important to note that, for black people, that fear is justified. A thread",1,0
514,@senatemajldr It is sad for the CURRENT Senate Leader to insinuate that Democrats treat the vaccine news like a mixed blessing.  The Pfizer vaccine HAS NOTHING TO DO WITH THE ADMINISTRATION.  Stop gaslighting Americans!,1,0
515,"Many accounts taking the piece out of context – there were no shortcuts taken with the Pfizer/BioNTech coronavirus vaccine and it was quick because tests usually done consecutively were done in tandem

https://t.co/AJchcTHnDN",2,1
516,"Question:

If I believe the COVID19 vaccine to be a serious risk to my life, do I have the legal right to use reasonable or even lethal force to defend myself against anyone who attempts to ILLEGALLY - because it is still illegal - inject me against my will.

It’s coming IMO...",0,0
517,Stocks head for mixed opening amid COVID-19 vaccine rally https://t.co/pXMVcpsyUV,1,1
518,I'll take any coronavirus vaccine I can get and I'll inject it into my dick vein if necessary,2,1
519,@yashar @brianstelter @shearm @maggieNYT @noahweiland @SharonLNYT @MarkMazzettiNYT Typical Biden Communistic Media Network story. Gotta push a narrative. Though nice videos out and about from a former Pfizer epidemiologist states mass testing should not be done. Asymptomatic cases do not spread virus. Y'all just pushing a Fauci narrative. Caucus been wrong.,0,0
520,Wait? The rest of us don't want to expose ourselves to a rushed vaccine. No thanks https://t.co/A6GI0jVbjA,0,0
521,"And so the bullshit begins.
Covid 19 is all about control and money..
#fuckthevaccine https://t.co/0EQ4iSFIyN",0,0
522,"No one understands inequity in treatment access &amp; the power of big pharma like the HIV community. And NO ONE knows how to fight them like the HIV community!
@S0langeBaptiste, ED ITPC, calls on the #HIV community to lend their expertise to the fight for a #COVID19 vaccine for all.",2,0
523,"Our governor, Bill Lee is an idiot. 

The Knoxville News-Sentinel: Tennessee schoolchildren won't be required to get a COVID-19 vaccine

https://t.co/JMxsMZY99J",2,0
524,In all this stress the one thing that makes me smile is knowing the vaccine will be safe under Biden and Fauci. Because they where out of their MF’n minds if they thought I’d take that snake oil shit from Trump. I shutter to think if Trump won how screwed we’d be. https://t.co/xOLDFNUzhc,2,0
525,@UrbanPolicy @Reuters Trump won’t be going anywhere. He won. No one needs any poison vaccines ever. Covid19 does not exist. So sick of fools like you. Educate yourself. 🙄,2,0
526,What would you give for a severe allergic reaction @PeterHotez if the person is allergic to epinephrine? Still trying to find an answer as my daughter is allergic to epinephrine. #CovidVaccine,1,0
527,"Do mRNA COVID-19 vaccines permanently alter human DNA, and target Chromosome 8 causing cancer and dementia etc?:
https://t.co/bGlH8Ptac2
https://t.co/eyvPmpda46
@BusyDrT @DrWakefield @mercola @drjoshaxe @delbigtree",1,0
528,"Here’s a reminder to fact-check what you read on Twitter. mRNA vaccines do not alter your DNA. Read more:

https://t.co/k7DV78D0fa",2,1
529,My job wants us to take this COVID vaccine and idk...this better be a joke.,0,0
530,Pfizer announces a vaccine against COVID https://t.co/dM2WC3zA7t,1,1
531,"Let's assume the population of my county, all 1.1 million people, get exposed to COVID. At a 1% death rate (which is not accurate) & no vaccine, that means 11,000 people die, with many more long-term effects. A 95% efficacy vaccine drops that number from 11,000 to just 550.  🤡",2,0
532,"Coronavirus | ‘Covishield’ vaccine volunteer sues Serum Institute of India, Oxford Group over ‘adverse reaction’ - The Hindu https://t.co/8AtKCTCELS",1,0
533,* రోజుThe corona vaccine was released in Russia on the birthday of Lord Krishna. There is no greater proof that the divine blessings of Sri Krishna will ever be with mankind This is the day when many devotees of Lord Krishna worshiped in Russia too .....  @YadavTrends  https://t.co/X8xrgDowcu,2,2
534,"7) Although certain scientific words may be used frequently in reporting on COVID-19 and vaccines, it is important to define scientific terms in every article, or link to a glossary of terms that will allow the reader to educate themselves.",1,1
535,Do not take the vaccine... not just yet! https://t.co/yBJ6iNz7qx,0,1
536,"Hancock says there's a committee that advises the government on vaccine distribution

In Sept another committee advised the government to lockdown on Sept 21st, Johnson locked down in Nov, we now have over 50,000 dead from coronavirus

Committees are useless to Tories",1,0
537,"READ IT. Guess who gets it first? Vulnerable populations, not front line workers. That way if there's something wrong with the vaccine, the sickest are killed off first. FUCK YOU, YOU SONOFABITCH! DIE IN A FIRE, or better yet, of COVID-19!
https://t.co/f5eZ6B6Wm5",2,0
538,@TheRealDoctorM2 Ok but then why are you promoting this vaccine elsewhere in your tweets? A confident Phase IV is at minimum  10 years. RNA can enter into other metabolic pathways than the one involved in your ribosomes.  #vaccine #SARSCoV2 #COVID19,0,0
539,I am extremely #PfizerProud that we are one step closer to potentially delivering a #COVID19 vaccine that could help halt this pandemic. #PFEColleague https://t.co/stSrxOgrHY,2,2
540,"C'mon, vaccine. U.S. is too selfish to mitigate this with masks and distancing. https://t.co/LGkl8m1gfZ",2,0
